EntryID	Reaction	ECNumber	UniProtKB_AC	Organism	pH	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
15976	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		124.0		-	s^(-1)
15977	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		40.0		-	s^(-1)
15977	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	36000.0		-	M^(-1)*s^(-1)
15977	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15977	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	0.0011		-	M
15978	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15978	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	3900.0		-	M^(-1)*s^(-1)
15978	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	4.4E-4		-	M
15978	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		1.7		-	s^(-1)
15979	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		6.9		-	s^(-1)
15979	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	0.0048		-	M
15979	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15979	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	1400.0		-	M^(-1)*s^(-1)
15980	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	0.047		-	M
15980	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	21.0		-	M^(-1)*s^(-1)
15980	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		1.0		-	s^(-1)
15980	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15981	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		17.0		-	s^(-1)
15981	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15981	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxopentanoate	0.0026		-	M
15981	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxopentanoate	6500.0		-	M^(-1)*s^(-1)
15982	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxopentanoate	0.0037		-	M
15982	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxopentanoate	2500.0		-	M^(-1)*s^(-1)
15982	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15982	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		9.4		-	s^(-1)
15983	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15983	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		1.2		-	s^(-1)
15983	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxopentanoate	290.0		-	M^(-1)*s^(-1)
15983	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxopentanoate	0.0042		-	M
15984	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxopentanoate	87.0		-	M^(-1)*s^(-1)
15984	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.6		-	s^(-1)
15984	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15984	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxopentanoate	0.0069		-	M
15985	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.09		-	s^(-1)
15985	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxopentanoate	1.8		-	M^(-1)*s^(-1)
15985	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxopentanoate	0.05		-	M
15985	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15986	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxoisovalerate	12.0		-	M^(-1)*s^(-1)
15986	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15986	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxoisovalerate	0.022		-	M
15986	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.26		-	s^(-1)
15987	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxoisovalerate	9.2		-	M^(-1)*s^(-1)
15987	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15987	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.23		-	s^(-1)
15987	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxoisovalerate	0.025		-	M
15988	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.2		-	s^(-1)
15988	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxoisovalerate	0.014		-	M
15988	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15988	alpha-Ketovaline + NADH + H+ = Hydroxyisovalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxoisovalerate	14.0		-	M^(-1)*s^(-1)
15989	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Phenylpyruvate	100000.0		-	M^(-1)*s^(-1)
15989	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15989	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Phenylpyruvate	7.4E-4		-	M
15989	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		75.0		-	s^(-1)
15990	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Phenylpyruvate	0.0018		-	M
15990	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15990	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Phenylpyruvate	14000.0		-	M^(-1)*s^(-1)
15990	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		25.0		-	s^(-1)
15991	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Phenylpyruvate	1500.0		-	M^(-1)*s^(-1)
15991	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		4.8		-	s^(-1)
15991	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Phenylpyruvate	0.0031		-	M
15991	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15992	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15992	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		2.7		-	s^(-1)
15992	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Phenylpyruvate	0.0027		-	M
15992	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Phenylpyruvate	1000.0		-	M^(-1)*s^(-1)
15993	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Phenylpyruvate	0.0046		-	M
15993	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Phenylpyruvate	39.0		-	M^(-1)*s^(-1)
15993	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15993	NAD+ + Phenyllactate = NADH + Phenylpyruvate + H+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.18		-	s^(-1)
15994	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15994	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	3-Hydroxypyruvate	380000.0		-	M^(-1)*s^(-1)
15994	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	3-Hydroxypyruvate	4.3E-4		-	M
15994	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		162.0		-	s^(-1)
15995	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	3-Hydroxypyruvate	5.4E-4		-	M
15995	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15995	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		74.0		-	s^(-1)
15995	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	3-Hydroxypyruvate	140000.0		-	M^(-1)*s^(-1)
15996	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	3-Hydroxypyruvate	0.001		-	M
15996	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	3-Hydroxypyruvate	20000.0		-	M^(-1)*s^(-1)
15996	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		20.0		-	s^(-1)
15996	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15997	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	3-Hydroxypyruvate	8600.0		-	M^(-1)*s^(-1)
15997	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	3-Hydroxypyruvate	0.009		-	M
15997	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	NADH	2.0E-4		-	M
15997	NAD+ + D-Glycerate = NADH + H+ + 3-Hydroxypyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		78.0		-	s^(-1)
15998	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	Pyruvate	0.001		-	M
15998	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	NADH	1.3E-5		-	M
15999	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	NADH	6.6E-6		-	M
15999	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	Pyruvate	0.001		-	M
16000	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	NADH	8.0E-7		-	M
16000	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	Pyruvate	0.001		-	M
16001	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	S	concentration	Pyruvate	0.001		-	M
16001	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	NADH	7.0E-7		-	M
17824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6VVP7	Plasmodium falciparum	-	I	concentration	Gossypol	4.5E-7	2.5E-4	-	M
17824	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6VVP7	Plasmodium falciparum	-	IC50	IC50	Gossypol	3.2E-6		7E-7	M
17826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6VVP7	Plasmodium falciparum	-	I	concentration	Oxamate	1.0E-5	0.002	-	M
17826	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	Q6VVP7	Plasmodium falciparum	-	IC50	IC50	Oxamate	5.8E-5		8.9E-6	M
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	Pyruvate	1.0E-4	0.04	-	M
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		59.0		1E0	s^(-1)
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Pyruvate	0.0042		2E-4	M
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Pyruvate	14000.0		-	M^(-1)*s^(-1)
21742	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	Pyruvate	1.0E-4	0.04	-	M
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Pyruvate	0.0055		3E-4	M
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		21.0		4E-1	s^(-1)
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21743	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Pyruvate	3820.0		-	M^(-1)*s^(-1)
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.15		6E-3	s^(-1)
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	Pyruvate	1.0E-4	0.04	-	M
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Pyruvate	5.0		-	M^(-1)*s^(-1)
21744	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Pyruvate	0.03		2E-3	M
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	Pyruvate	1.0E-4	0.04	-	M
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.015		7E-3	s^(-1)
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	Pyruvate	0.2		-	M^(-1)*s^(-1)
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	Pyruvate	0.07		4E-2	M
21745	L-Lactate + NAD+ = NADH + H+ + Pyruvate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	2-Oxobutyrate	1.0E-4	0.04	-	M
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		11.9		2E-1	s^(-1)
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	0.003		1E-4	M
21746	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	3970.0		-	M^(-1)*s^(-1)
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	0.0064		3E-4	M
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	422.0		-	M^(-1)*s^(-1)
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		2.7		5E-2	s^(-1)
21747	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	2-Oxobutyrate	1.0E-4	0.04	-	M
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	2-Oxobutyrate	1.0E-4	0.04	-	M
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	Km	Km	2-Oxobutyrate	8.0E-5		3E-5	M
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	25.0		-	M^(-1)*s^(-1)
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21748	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat	kcat		0.002		1E-4	s^(-1)
21749	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	E	concentration	Enzyme	6.0E-8	2.6E-6	-	M
21749	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	B	concentration	2-Oxobutyrate	1.0E-4	0.04	-	M
21749	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
21749	NAD+ + 2-Hydroxybutyrate = H+ + NADH + 2-Oxobutyrate	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	kcat_Km	kcat/Km	2-Oxobutyrate	0.5		-	M^(-1)*s^(-1)
21750	2-Oxopentanoate + NADH + H+ = 2-Hydroxyvalerate + NAD+	1.1.1.27	P00344	Geobacillus stearothermophilus	6.0	A	concentration	NADH	2.0E-4		-	M
